OBJECTID,CODE,DOORSTROOMBREEDTE,LAAGSTEDOORSTROOMHOOGTE,HOOGSTEDOORSTROOMHOOGTE,HOOGTECONSTRUCTIE,STATUSLEGGERWATERSYSTEEM,STATUSLEGGERWATERVEILIGHEID,INDICATOR,GEOMETRY,datakey,metadatakey
852,234SCH,2.15,15.57,15.57,15.59,Vastgesteld,Niet van toepassing,L,POINT (171932.515999999 387766.374000002),234SCH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
853,205KSL,11.35,4.9,5.0,5.01,Vastgesteld,Niet van toepassing,L,POINT (158639.960999999 407314.103999998),205KSL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
854,253HEK,3.2,23.8,23.8,23.8,Vastgesteld,Niet van toepassing,L,POINT (182722.206999999 391724.767000001),253HEK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
855,103KTG,0.5,3.27,3.74,4.67,Vastgesteld,Niet van toepassing,L,POINT (161315.48 418654.281),103KTG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
856,104STB,0.3,4.23,4.53,5.18,Vastgesteld,Niet van toepassing,L,POINT (168222.010000002 423978.353500001),104STB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
857,253HKR,1.5,23.81,24.12,24.18,Vastgesteld,Niet van toepassing,L,POINT (182613.293000001 391788.818),253HKR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
858,248HB,4.75,18.28,18.29,18.3,Vastgesteld,Niet van toepassing,L,POINT (176750.929000001 399502.427999999),248HB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
859,117MKA,2.5,0.35000000000000003,2.33,5.63,Vastgesteld,Vastgesteld,L,POINT (145581.164000001 412373.133000001),117MKA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
860,103LGA,1.2,1.85,2.61,3.5700000000000003,Vastgesteld,Niet van toepassing,L,POINT (157414.842 417392.574999999),103LGA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
861,104AF,0.6,3.79,4.39,5.47,Vastgesteld,Niet van toepassing,L,POINT (167894.0647 422837.070300002),104AF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
862,104CA,0.5,3.0,4.0,5.0,Vastgesteld,Niet van toepassing,L,POINT (162615.491799999 425717.558499999),104CA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
863,103DV3,0.5,3.44,3.96,4.84,Vastgesteld,Niet van toepassing,L,POINT (161798.68 419598.625999998),103DV3,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
864,101AQS,0.97,2.35,3.21,3.39,Vastgesteld,Niet van toepassing,L,POINT (158302.927999999 423049.022999998),101AQS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
865,104CT,0.6,3.66,4.26,5.07,Vastgesteld,Niet van toepassing,L,POINT (167884.373500001 422823.907200001),104CT,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
866,234WKW,1.05,13.790000000000001,14.91,15.040000000000001,Vastgesteld,Niet van toepassing,L,POINT (169977.6226 392469.800099999),234WKW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
867,103KTS,0.6,3.65,4.3,4.88,Vastgesteld,Niet van toepassing,L,POINT (164855.136 422193.559),103KTS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
868,205KNL,8.5,4.39,4.39,4.5200000000000005,Vastgesteld,Niet van toepassing,L,POINT (158208.548999999 407410.024),205KNL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
869,234HOR,2.9,15.200000000000001,15.200000000000001,15.200000000000001,Vastgesteld,Niet van toepassing,L,POINT (171990.241 387793.513999999),234HOR,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
870,118AYA,0.8,-0.99,-0.2,1.5,Vastgesteld,Niet van toepassing,L,POINT (135319.022 415134.684),118AYA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
871,234BMS,4.0,15.39,15.39,15.39,Vastgesteld,Niet van toepassing,L,POINT (173144.127900001 386611.691199999),234BMS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
872,205HFS,8.0,4.41,4.41,4.54,Vastgesteld,Niet van toepassing,L,POINT (158183.214000002 407445.465),205HFS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
873,103KRV,0.58,3.29,3.8000000000000003,4.6000000000000005,Vastgesteld,Niet van toepassing,L,POINT (163157.399 422474.177000001),103KRV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
874,234GE,2.0,17.54,17.59,17.61,Vastgesteld,Niet van toepassing,L,POINT (172272.313999999 382830.800999999),234GE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
875,234SLG,3.14,15.67,15.67,15.67,Vastgesteld,Niet van toepassing,L,POINT (171841.989100002 387722.351599999),234SLG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
876,103KUS,0.72,2.69,3.42,3.7,Vastgesteld,Niet van toepassing,L,POINT (158787.278999999 417863.588),103KUS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
877,101APS,1.25,1.53,3.0100000000000002,3.8000000000000003,Vastgesteld,Niet van toepassing,L,POINT (158078.971000001 423508.848000001),101APS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
878,114RDF,2.3000000000000003,19.44,19.44,19.830000000000002,Vastgesteld,Niet van toepassing,L,POINT (191935.886 399653.748),114RDF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
879,253KAA,2.27,23.93,23.93,24.46,Vastgesteld,Niet van toepassing,L,POINT (182975.322999999 391655.103),253KAA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
880,234BSS,3.6,15.21,15.21,15.21,Vastgesteld,Niet van toepassing,L,POINT (173234.765799999 386559.0779),234BSS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
881,114OLD,2.5,19.53,19.53,19.91,Vastgesteld,Niet van toepassing,L,POINT (191962.149999999 399869.57),114OLD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
882,201JSL,4.4,25.63,25.63,25.63,Vastgesteld,Niet van toepassing,L,POINT (180944.475000002 371632.929000001),201JSL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
883,205KER,11.05,4.8500000000000005,4.97,5.0200000000000005,Vastgesteld,Niet van toepassing,L,POINT (158477.943 407313.581),205KER,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
884,234PRO,0.75,13.74,14.68,14.89,Vastgesteld,Niet van toepassing,L,POINT (169837.080200002 392645.5108),234PRO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
885,234BDB,0.8,17.77,17.77,17.77,Vastgesteld,Niet van toepassing,L,POINT (170858.897999998 386697.418900002),234BDB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
886,234BDC,1.7,17.86,17.86,17.86,Vastgesteld,Niet van toepassing,L,POINT (170847.557700001 386709.165800001),234BDC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
887,234SLB,2.3000000000000003,15.780000000000001,15.780000000000001,15.780000000000001,Vastgesteld,Niet van toepassing,L,POINT (171143.3565 387384.4428),234SLB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
888,234BDJ,2.3000000000000003,15.64,15.64,15.64,Vastgesteld,Niet van toepassing,L,POINT (170854.373500001 386900.867699999),234BDJ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
889,234I,1.0,18.62,18.66,18.81,Vastgesteld,Niet van toepassing,L,POINT (171542.056000002 382234.859000001),234I,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
890,234GD,3.0,17.25,17.27,17.55,Vastgesteld,Niet van toepassing,L,POINT (172697.702 383612.717),234GD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
891,114RIE,2.3000000000000003,19.62,19.62,19.98,Vastgesteld,Niet van toepassing,L,POINT (191909.118000001 399590.061999999),114RIE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
892,114OSD,2.3000000000000003,19.54,19.54,20.06,Vastgesteld,Niet van toepassing,L,POINT (191944.954999998 399726.642000001),114OSD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
893,234SLC,3.5,15.71,15.71,15.71,Vastgesteld,Niet van toepassing,L,POINT (171150.096500002 387390.013999999),234SLC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
894,234SLF,2.83,15.73,15.72,15.72,Vastgesteld,Niet van toepassing,L,POINT (171826.774700001 387715.904199999),234SLF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
895,253HAA,2.54,23.75,23.75,24.53,Vastgesteld,Niet van toepassing,L,POINT (182895.397999998 391647.601),253HAA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
896,205HST,7.7,4.38,4.38,4.55,Vastgesteld,Niet van toepassing,L,POINT (158162.899 407535.756999999),205HST,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
897,234STL,2.5,15.02,15.02,15.030000000000001,Vastgesteld,Niet van toepassing,L,POINT (172016.079 387804.677000001),234STL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
898,114RTD,2.5,19.66,19.66,20.05,Vastgesteld,Niet van toepassing,L,POINT (191866.145 399515.114),114RTD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
899,251HAN,9.0,11.6,11.71,11.71,Vastgesteld,Niet van toepassing,L,POINT (173880.130100001 398328.2654),251HAN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
900,107AMW,0.6,17.64,18.47,18.53,Vastgesteld,Niet van toepassing,L,POINT (181655.029399999 406548.404599998),107AMW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
901,251HDS,8.0,11.71,11.71,11.76,Vastgesteld,Niet van toepassing,L,POINT (173926.1305 398337.218600001),251HDS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
902,251LVE,8.1,16.13,16.16,16.16,Vastgesteld,Niet van toepassing,L,POINT (176448.863600001 397959.5704),251LVE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
903,104BRE,1.1,16.02,16.03,16.7,Vastgesteld,Niet van toepassing,L,POINT (172252.458999999 415366.355999999),104BRE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
904,107EDS,1.0,20.490000000000002,21.07,21.330000000000002,Vastgesteld,Niet van toepassing,L,POINT (181876.046999998 402210.798),107EDS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
905,107P13,7.25,20.21,20.44,20.94,Vastgesteld,Niet van toepassing,L,POINT (181362.664000001 402778.987),107P13,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
906,201RWG,2.5,3.8000000000000003,3.81,4.48,Vastgesteld,Niet van toepassing,L,POINT (155163.23 409379.763099998),201RWG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
907,201D,14.3,6.3500000000000005,9.38,9.47,Vastgesteld,Niet van toepassing,L,POINT (166929.741 400893.267000001),201D,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
908,261MZU,8.1,15.610000000000001,15.610000000000001,15.610000000000001,Vastgesteld,Niet van toepassing,L,POINT (177474.826299999 389648.967300002),261MZU,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
909,217HGL,1.18,10.040000000000001,11.450000000000001,11.48,Vastgesteld,Niet van toepassing,L,POINT (168677.397 398505.877999999),217HGL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
910,217EK,1.1,9.950000000000001,10.75,10.870000000000001,Vastgesteld,Niet van toepassing,L,POINT (167764.835000001 398482.170000002),217EK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
911,108KUI,0.75,14.76,15.47,15.9,Vastgesteld,Niet van toepassing,L,POINT (184074.030000001 406774.658),108KUI,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
912,114STP,0.61,17.44,18.35,18.34,Vastgesteld,Niet van toepassing,L,POINT (190128.749000002 401301.351),114STP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
913,114CTA,1.9000000000000001,21.19,21.18,21.19,Vastgesteld,Niet van toepassing,L,POINT (185462.077 400483.938999999),114CTA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
914,206EA,1.75,3.1,4.36,4.49,Vastgesteld,Niet van toepassing,L,POINT (154972.921 408552.993000001),206EA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
915,261JIA,1.0,26.810000000000002,27.580000000000002,27.92,Vastgesteld,Niet van toepassing,L,POINT (187294.329599999 390848.853399999),261JIA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
916,251JC,1.7,20.12,21.330000000000002,21.36,Vastgesteld,Niet van toepassing,L,POINT (178470.645 397957.754000001),251JC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
917,217LNT,1.0,9.93,10.91,11.370000000000001,Vastgesteld,Niet van toepassing,L,POINT (168255.4683 398573.8541),217LNT,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
918,OZOR3HV1,0.3,11.57,11.89,12.540000000000001,Vastgesteld,Niet van toepassing,L,POINT (189726.475200001 407505.711599998),OZOR3HV1,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
919,104DA,1.68,4.69,5.87,6.66,Vastgesteld,Niet van toepassing,L,POINT (170134.693999998 421932.169),104DA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
920,261MZL,9.25,16.35,16.35,16.35,Vastgesteld,Niet van toepassing,L,POINT (177602.789700001 389517.148400001),261MZL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
921,261MZP,8.5,16.0,16.0,16.0,Vastgesteld,Niet van toepassing,L,POINT (177560.489100002 389599.648899999),261MZP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
922,261RLP,6.3100000000000005,16.31,16.31,16.31,Vastgesteld,Niet van toepassing,L,POINT (178147.656 388772.419),261RLP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
923,117RTV,1.3,1.28,2.66,2.97,Vastgesteld,Niet van toepassing,L,POINT (146310.493900001 413469.984499998),117RTV,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
924,261HLL,3.5500000000000003,17.87,18.23,18.35,Vastgesteld,Niet van toepassing,L,POINT (179482.285500001 388519.964899998),261HLL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
925,261RLO,6.0600000000000005,16.4,16.4,16.4,Vastgesteld,Niet van toepassing,L,POINT (178168.727000002 388767.008000001),261RLO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
926,261RLN,6.68,16.47,16.47,16.47,Vastgesteld,Niet van toepassing,L,POINT (178198.524 388743.824000001),261RLN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
927,261RLM,6.8100000000000005,16.56,16.56,16.56,Vastgesteld,Niet van toepassing,L,POINT (178196.528000001 388711.995000001),261RLM,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
928,261RLK,6.83,16.6,16.6,16.6,Vastgesteld,Niet van toepassing,L,POINT (178233.829999998 388558.728999998),261RLK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
929,261RLJ,7.1000000000000005,16.7,16.7,16.7,Vastgesteld,Niet van toepassing,L,POINT (178231.655000001 388530.487),261RLJ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
930,280H,1.68,25.16,26.0,26.25,Vastgesteld,Niet van toepassing,L,POINT (177119.875799999 375582.4474),280H,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
931,234LHF,8.6,13.61,13.69,13.74,Vastgesteld,Niet van toepassing,L,POINT (170688.868099999 391534.023899999),234LHF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
932,114DMK,3.0,19.82,19.82,19.81,Vastgesteld,Niet van toepassing,L,POINT (191981.469999999 400029.359000001),114DMK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
933,108KHS,1.5,12.01,12.69,12.950000000000001,Vastgesteld,Niet van toepassing,L,POINT (185048.434999999 407861.791999999),108KHS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
934,217JB,1.08,12.25,12.88,13.01,Vastgesteld,Niet van toepassing,L,POINT (166439.653000001 395920.239999998),217JB,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
935,253CA,4.0,12.85,13.9,14.21,Vastgesteld,Niet van toepassing,L,POINT (174851.739999998 394003.333999999),253CA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
936,261BIJ,0.8,27.32,28.150000000000002,28.59,Vastgesteld,Niet van toepassing,L,POINT (184969.021000002 383099.603),261BIJ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
937,261CIA,2.58,24.85,24.85,25.67,Vastgesteld,Niet van toepassing,L,POINT (184677.763999999 386799.188000001),261CIA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
938,275JIA,0.85,29.53,30.240000000000002,30.47,Vastgesteld,Niet van toepassing,L,POINT (188531.068999998 377086.616999999),275JIA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
939,108MAS,1.8,12.93,13.68,14.3,Vastgesteld,Niet van toepassing,L,POINT (189572.267999999 406036.781),108MAS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
940,261BF,3.71,20.05,21.5,21.73,Vastgesteld,Niet van toepassing,L,POINT (180288.842 385959.120000001),261BF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
941,AKW785HV2,4.5,0.61,3.3000000000000003,7.98,Vastgesteld,Vastgesteld,L,POINT (151442.785 416880.225000002),AKW785HV2,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
942,108DY,1.75,10.290000000000001,11.44,11.43,Vastgesteld,Niet van toepassing,L,POINT (186732.640000001 408032.892000001),108DY,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
943,114P16,3.97,22.07,22.07,23.47,Vastgesteld,Niet van toepassing,L,POINT (186587.993000001 398403.701000001),114P16,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
944,114DWS,4.75,15.68,16.34,17.2,Vastgesteld,Niet van toepassing,L,POINT (190194.226 402361.625),114DWS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
945,261BJ,3.47,22.85,23.94,24.240000000000002,Vastgesteld,Niet van toepassing,L,POINT (182786.655000001 382861.932),261BJ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
946,227BA,1.0,7.41,8.22,8.48,Vastgesteld,Niet van toepassing,L,POINT (166345.887400001 405490.0086),227BA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
947,108EFS,2.7,12.77,12.8,13.4,Vastgesteld,Niet van toepassing,L,POINT (185984.877999999 406997.039999999),108EFS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
948,203I,2.7800000000000002,4.43,5.76,6.04,Vastgesteld,Niet van toepassing,L,POINT (156296.502 406922.256999999),203I,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
949,114AWS,1.0,21.86,22.72,22.72,Vastgesteld,Niet van toepassing,L,POINT (190803.666499998 397633.522300001),114AWS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
950,253AAW,0.7000000000000001,11.450000000000001,12.43,12.790000000000001,Vastgesteld,Niet van toepassing,L,POINT (173086.219999999 395924.881999999),253AAW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
951,227H,1.33,9.81,11.08,11.21,Vastgesteld,Niet van toepassing,L,POINT (170879.004000001 403212.142999999),227H,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
952,114CID,0.6,21.41,22.27,22.31,Vastgesteld,Niet van toepassing,L,POINT (187100.046 398420.024),114CID,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
953,114BOS,2.38,18.55,19.42,19.84,Vastgesteld,Niet van toepassing,L,POINT (193498.658 400035.008000001),114BOS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
954,294EA,1.76,25.060000000000002,26.09,26.73,Vastgesteld,Niet van toepassing,L,POINT (178955.973000001 371820.295000002),294EA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
955,201VDS,8.0,6.9,7.16,7.16,Vastgesteld,Niet van toepassing,L,POINT (165841.265999999 402852.440000001),201VDS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
956,203HKN,1.25,4.88,6.47,6.54,Vastgesteld,Niet van toepassing,L,POINT (157397.168000001 405788.105999999),203HKN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
957,227B,2.81,6.63,7.79,7.91,Vastgesteld,Niet van toepassing,L,POINT (165464.863000002 405116.857000001),227B,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
958,239KEL,0.5,8.85,9.35,10.27,Vastgesteld,Niet van toepassing,L,POINT (169831.217700001 400537.573800001),239KEL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
959,206NLW,1.25,3.92,4.97,5.23,Vastgesteld,Niet van toepassing,L,POINT (154782.7104 406630.125799999),206NLW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
960,256BA,1.0,13.66,14.700000000000001,14.99,Vastgesteld,Niet van toepassing,L,POINT (174411.327300001 391104.934500001),256BA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
961,107P02,6.3,8.78,9.950000000000001,10.17,Vastgesteld,Niet van toepassing,L,POINT (181500.34 413081.594000001),107P02,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
962,203J,1.33,4.97,6.140000000000001,6.45,Vastgesteld,Niet van toepassing,L,POINT (156001.787 404853.186000001),203J,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
963,261HLF,3.99,18.36,18.66,18.78,Vastgesteld,Niet van toepassing,L,POINT (179541.3004 388530.713399999),261HLF,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
964,261HLN,3.22,17.76,18.17,18.28,Vastgesteld,Niet van toepassing,L,POINT (179463.3981 388524.754500002),261HLN,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
965,261HLM,4.11,17.78,18.2,18.27,Vastgesteld,Niet van toepassing,L,POINT (179472.332600001 388519.9089),261HLM,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
966,261HLI,4.1,18.13,18.45,18.61,Vastgesteld,Niet van toepassing,L,POINT (179511.552000001 388525.740600001),261HLI,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
967,261HLJ,3.1,18.02,18.39,18.54,Vastgesteld,Niet van toepassing,L,POINT (179502.2216 388523.403000001),261HLJ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
968,261HLE,3.9,18.44,18.71,18.94,Vastgesteld,Niet van toepassing,L,POINT (179550.729800001 388532.456500001),261HLE,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
969,261HLH,3.66,18.19,18.55,18.71,Vastgesteld,Niet van toepassing,L,POINT (179521.380100001 388527.3664),261HLH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
970,261HLK,3.8000000000000003,17.95,18.3,18.45,Vastgesteld,Niet van toepassing,L,POINT (179492.126800001 388521.5834),261HLK,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
971,261RLI,6.25,16.8,16.8,16.8,Vastgesteld,Niet van toepassing,L,POINT (178220.329 388513.828000002),261RLI,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
972,261RLH,7.5,16.9,16.9,16.9,Vastgesteld,Niet van toepassing,L,POINT (178222.989999998 388494.638999999),261RLH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
973,261RLG,8.0,16.98,16.98,16.98,Vastgesteld,Niet van toepassing,L,POINT (178231.533 388475.565000001),261RLG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
974,261RIJ,4.5200000000000005,17.1,17.1,17.1,Vastgesteld,Niet van toepassing,L,POINT (178269.410999998 388434.326000001),261RIJ,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
975,261RIP,4.96,17.1,17.2,17.2,Vastgesteld,Niet van toepassing,L,POINT (178288.432 388432.688999999),261RIP,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
976,261SCH,6.18,17.400000000000002,17.400000000000002,17.400000000000002,Vastgesteld,Niet van toepassing,L,POINT (178571.294 388502.193999998),261SCH,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
977,261SCW,5.46,17.3,17.3,17.3,Vastgesteld,Niet van toepassing,L,POINT (178550.234000001 388493.859999999),261SCW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
978,261HLD,3.8200000000000003,18.61,18.79,19.03,Vastgesteld,Niet van toepassing,L,POINT (179560.640999999 388534.607000001),261HLD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
979,261HLG,3.93,18.17,18.61,18.7,Vastgesteld,Niet van toepassing,L,POINT (179531.071600001 388529.037300002),261HLG,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
980,261N,0.7000000000000001,27.88,29.28,30.23,Vastgesteld,Niet van toepassing,L,POINT (188003.813000001 390911.191),261N,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1469,211MTA,0.8200000000000001,20.0,20.92,20.990000000000002,Vastgesteld,Niet van toepassing,L,POINT (178365.897999998 403961.543000001),211MTA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1470,234GBA,0.7000000000000001,19.0,19.62,19.8,Vastgesteld,Niet van toepassing,L,POINT (173141.039000001 382090.057999998),234GBA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1471,245C,0.85,13.09,13.76,13.99,Vastgesteld,Niet van toepassing,L,POINT (174099.982999999 400503.899999999),245C,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1472,245H,0.77,19.14,20.09,20.150000000000002,Vastgesteld,Niet van toepassing,L,POINT (176838.390000001 401149.706999999),245H,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1473,253S,1.25,25.87,26.59,26.96,Vastgesteld,Niet van toepassing,L,POINT (184572.763 391459.056000002),253S,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1474,261BDA,0.5,19.23,20.0,19.990000000000002,Vastgesteld,Niet van toepassing,L,POINT (179570.601 386933.401999999),261BDA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1475,114APS,2.3000000000000003,20.19,21.1,21.8,Vastgesteld,Niet van toepassing,L,POINT (191335.074999999 398419.261),114APS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1476,206BSC,1.0,4.57,6.140000000000001,6.25,Vastgesteld,Niet van toepassing,L,POINT (155517.0748 405214.015700001),206BSC,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1477,203IAA,1.0,5.65,6.74,7.0200000000000005,Vastgesteld,Niet van toepassing,L,POINT (158967.932999998 405699.929000001),203IAA,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1478,108HHS,0.6,13.23,14.1,14.120000000000001,Vastgesteld,Niet van toepassing,L,POINT (187588.037999999 406120.291999999),108HHS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1479,107DDD,0.75,19.26,19.93,20.5,Vastgesteld,Niet van toepassing,L,POINT (179538.544 403198.506999999),107DDD,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1480,201NVL,0.8,2.75,3.54,4.28,Vastgesteld,Niet van toepassing,L,POINT (154611.7588 410106.011700001),201NVL,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1481,114COS,1.32,20.0,20.54,21.18,Vastgesteld,Niet van toepassing,L,POINT (186921.897999998 400221.640000001),114COS,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1482,108MLW,0.61,11.63,12.52,12.52,Vastgesteld,Niet van toepassing,L,POINT (184292.254999999 408397.952),108MLW,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
1483,108BRO,1.75,9.74,11.27,11.52,Vastgesteld,Niet van toepassing,L,POINT (187056.781 408498.723000001),108BRO,5B328A71-4DE2-425F-85FD-F9A9A50CCEB4
